gwgroupid,countries_gwid,year,groupname,countryname,statusname,status_pwrrank,upgraded10,incidence_flag,incidence_terr_flag,incidence_gov_flag,geo_concentrated
47102000,471,2000,Bassa/Duala,Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47104000,471,2000,Fulani (and other northern Muslim peoples),Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47105000,471,2000,Northwestern Anglophones (Grassfielders),Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47106000,471,2000,Southwestern Anglophones (Bakweri etc.),Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47501000,475,2000,Hausa-Fulani and Muslim Middle Belt,Nigeria,JUNIOR PARTNER,4,0,0,0,0,1
47502000,475,2000,Igbo,Nigeria,JUNIOR PARTNER,4,1,0,0,0,1
48101000,481,2000,Eshira/Bapounou,Gabon,JUNIOR PARTNER,4,0,0,0,0,1
48103000,481,2000,Fang,Gabon,JUNIOR PARTNER,4,0,0,0,0,1
48105000,481,2000,Myene,Gabon,JUNIOR PARTNER,4,0,0,0,0,1
48205020,482,2000,Baya,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,1
48205030,482,2000,Banda,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,0
48206010,482,2000,"Other Riverine groups (Banziri, Songo etc.)",Central African Republic,JUNIOR PARTNER,4,0,0,0,0,0
48206040,482,2000,Ngbaka/Mbaka,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,1
48206080,482,2000,Yakoma,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,1
48302100,483,2000,Hadjerai,Chad,JUNIOR PARTNER,4,1,0,0,0,1
48304000,483,2000,Sara,Chad,JUNIOR PARTNER,4,0,0,0,0,1
48306000,483,2000,Toubou,Chad,JUNIOR PARTNER,4,0,0,0,0,1
48402000,484,2000,Batéké,Congo,JUNIOR PARTNER,4,0,0,0,0,1
48406050,484,2000,Kouyou,Congo,JUNIOR PARTNER,4,0,0,0,0,1
49010000,490,2000,Other Kivu groups,"Congo, Democratic Republic of (Zaire)",JUNIOR PARTNER,4,1,0,0,0,1
49011000,490,2000,Lunda-Yeke,"Congo, Democratic Republic of (Zaire)",JUNIOR PARTNER,4,0,0,0,0,1
50002000,500,2000,Baganda,Uganda,JUNIOR PARTNER,4,0,0,0,0,1
50004000,500,2000,Basoga,Uganda,JUNIOR PARTNER,4,0,0,0,0,1
50102000,501,2000,Kamba,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
50104000,501,2000,Kisii,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
50105000,501,2000,Luhya,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
50107000,501,2000,Mijikenda,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
52202000,522,2000,Afar,Djibouti,JUNIOR PARTNER,4,1,0,0,0,1
53002000,530,2000,Amhara,Ethiopia,JUNIOR PARTNER,4,0,0,0,0,1
53006000,530,2000,Oroma,Ethiopia,JUNIOR PARTNER,4,1,1,1,0,1
53102100,531,2000,Other Muslims,Eritrea,JUNIOR PARTNER,4,0,0,0,0,1
54101000,541,2000,Makonde-Yao,Mozambique,JUNIOR PARTNER,4,0,0,0,0,1
55102000,551,2000,Kaonde (NW Province),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
55103000,551,2000,Lozi (Barotse),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
55104000,551,2000,Luanda (NW Province),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
55105000,551,2000,Luvale (NW Province),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
55302000,553,2000,Central (Chewa),Malawi,JUNIOR PARTNER,4,0,0,0,0,1
55303000,553,2000,"Northerners (Tumbuka, Tonga, Ngonde)",Malawi,JUNIOR PARTNER,4,1,0,0,0,1
56001000,560,2000,Afrikaners,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56002000,560,2000,Asians,South Africa,JUNIOR PARTNER,4,1,0,0,0,0
56003000,560,2000,Coloreds,South Africa,JUNIOR PARTNER,4,1,0,0,0,1
56004000,560,2000,English Speakers,South Africa,JUNIOR PARTNER,4,1,0,0,0,1
56005100,560,2000,Zulu,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005310,560,2000,Pedi (North Sotho),South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005320,560,2000,South Sotho,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005400,560,2000,Tswana,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005500,560,2000,Tsonga,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005600,560,2000,Swazi,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005700,560,2000,Venda,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005800,560,2000,Ndebele,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56502000,565,2000,Basubia,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56503000,565,2000,Coloreds,Namibia,JUNIOR PARTNER,4,0,0,0,0,0
56504000,565,2000,Damara,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56505000,565,2000,"Herero, Mbanderu",Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56506000,565,2000,Kavango,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56508000,565,2000,Nama,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56511000,565,2000,Whites,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
57102000,571,2000,Kalanga,Botswana,JUNIOR PARTNER,4,0,0,0,0,1
57105000,571,2000,White,Botswana,JUNIOR PARTNER,4,0,0,0,0,0
58002000,580,2000,Highlanders,Madagascar (Malagasy),JUNIOR PARTNER,4,0,0,0,0,1
59001200,590,2000,Marathis,Mauritius,JUNIOR PARTNER,4,1,0,0,0,0
59001300,590,2000,Tamils and Telugus,Mauritius,JUNIOR PARTNER,4,1,0,0,0,0
59002000,590,2000,Muslims,Mauritius,JUNIOR PARTNER,4,0,0,0,0,0
59003000,590,2000,Creoles,Mauritius,JUNIOR PARTNER,4,0,0,0,0,1
59004000,590,2000,Franco-Mauritians,Mauritius,JUNIOR PARTNER,4,1,0,0,0,0
43202000,432,2001,Tuareg,Mali,JUNIOR PARTNER,4,1,0,0,0,1
43203000,432,2001,Arabs/Moors,Mali,JUNIOR PARTNER,4,1,0,0,0,1
43302000,433,2001,"Pulaar (Peul, Toucouleur)",Senegal,JUNIOR PARTNER,4,0,0,0,0,1
43303000,433,2001,Serer,Senegal,JUNIOR PARTNER,4,0,0,0,0,1
43304000,433,2001,Mandingue (and other eastern groups),Senegal,JUNIOR PARTNER,4,0,0,0,0,1
43305000,433,2001,Diola,Senegal,JUNIOR PARTNER,4,0,1,1,0,1
43402000,434,2001,Southeastern (Yoruba/Nagot and Goun),Benin,JUNIOR PARTNER,4,0,0,0,0,1
43404000,434,2001,Southwestern (Adja),Benin,JUNIOR PARTNER,4,0,0,0,0,1
43502000,435,2001,Haratins (Black Moors),Mauritania,JUNIOR PARTNER,4,0,0,0,0,1
43602000,436,2001,Hausa,Niger,JUNIOR PARTNER,4,1,0,0,0,1
43603000,436,2001,Kanouri,Niger,JUNIOR PARTNER,4,1,0,0,0,1
43605000,436,2001,Toubou,Niger,JUNIOR PARTNER,4,1,0,0,0,1
43606000,436,2001,Tuareg,Niger,JUNIOR PARTNER,4,1,0,0,0,1
43701000,437,2001,Baule,Cote D'Ivoire,JUNIOR PARTNER,4,0,0,0,0,1
43704000,437,2001,Other Akans,Cote D'Ivoire,JUNIOR PARTNER,4,0,0,0,0,1
43705000,437,2001,Southern Mande,Cote D'Ivoire,JUNIOR PARTNER,4,1,0,0,0,1
45003020,450,2001,Gio,Liberia,JUNIOR PARTNER,4,0,0,0,0,1
45003080,450,2001,Mano,Liberia,JUNIOR PARTNER,4,0,0,0,0,1
45202000,452,2001,Ewe,Ghana,JUNIOR PARTNER,4,0,0,0,0,1
45203000,452,2001,Ga-Adangbe,Ghana,JUNIOR PARTNER,4,0,0,0,0,1
45206000,452,2001,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",Ghana,JUNIOR PARTNER,4,0,0,0,0,1
45207000,452,2001,Other Akans,Ghana,JUNIOR PARTNER,4,0,0,0,0,1
47101000,471,2001,Bamileke,Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47102000,471,2001,Bassa/Duala,Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47104000,471,2001,Fulani (and other northern Muslim peoples),Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47105000,471,2001,Northwestern Anglophones (Grassfielders),Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47106000,471,2001,Southwestern Anglophones (Bakweri etc.),Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47501000,475,2001,Hausa-Fulani and Muslim Middle Belt,Nigeria,JUNIOR PARTNER,4,0,0,0,0,1
47502000,475,2001,Igbo,Nigeria,JUNIOR PARTNER,4,1,0,0,0,1
48101000,481,2001,Eshira/Bapounou,Gabon,JUNIOR PARTNER,4,0,0,0,0,1
48103000,481,2001,Fang,Gabon,JUNIOR PARTNER,4,0,0,0,0,1
48105010,481,2001,Nkomi,Gabon,JUNIOR PARTNER,4,0,0,0,0,1
48205020,482,2001,Baya,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,1
48205030,482,2001,Banda,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,0
48206010,482,2001,"Other Riverine groups (Banziri, Songo etc.)",Central African Republic,JUNIOR PARTNER,4,0,0,0,0,0
48206040,482,2001,Ngbaka/Mbaka,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,1
48206080,482,2001,Yakoma,Central African Republic,JUNIOR PARTNER,4,0,1,0,1,1
48302100,483,2001,Hadjerai,Chad,JUNIOR PARTNER,4,0,0,0,0,1
48304000,483,2001,Sara,Chad,JUNIOR PARTNER,4,0,0,0,0,1
48306000,483,2001,Toubou,Chad,JUNIOR PARTNER,4,0,0,0,0,1
48402000,484,2001,Batéké,Congo,JUNIOR PARTNER,4,0,0,0,0,1
48406050,484,2001,Kouyou,Congo,JUNIOR PARTNER,4,0,0,0,0,1
49010000,490,2001,Other Kivu groups,"Congo, Democratic Republic of (Zaire)",JUNIOR PARTNER,4,1,0,0,0,1
49011000,490,2001,Lunda-Yeke,"Congo, Democratic Republic of (Zaire)",JUNIOR PARTNER,4,0,0,0,0,1
50002000,500,2001,Baganda,Uganda,JUNIOR PARTNER,4,0,0,0,0,1
50004000,500,2001,Basoga,Uganda,JUNIOR PARTNER,4,0,0,0,0,1
50102000,501,2001,Kamba,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
50104000,501,2001,Kisii,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
50105000,501,2001,Luhya,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
50107000,501,2001,Mijikenda,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
52202000,522,2001,Afar,Djibouti,JUNIOR PARTNER,4,1,0,0,0,1
53002000,530,2001,Amhara,Ethiopia,JUNIOR PARTNER,4,0,0,0,0,1
53006000,530,2001,Oroma,Ethiopia,JUNIOR PARTNER,4,1,1,1,0,1
53102100,531,2001,Other Muslims,Eritrea,JUNIOR PARTNER,4,0,0,0,0,1
54101000,541,2001,Makonde-Yao,Mozambique,JUNIOR PARTNER,4,0,0,0,0,1
55102000,551,2001,Kaonde (NW Province),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
55103000,551,2001,Lozi (Barotse),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
55104000,551,2001,Luanda (NW Province),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
55105000,551,2001,Luvale (NW Province),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
55302000,553,2001,Central (Chewa),Malawi,JUNIOR PARTNER,4,0,0,0,0,1
55303000,553,2001,"Northerners (Tumbuka, Tonga, Ngonde)",Malawi,JUNIOR PARTNER,4,1,0,0,0,1
56001000,560,2001,Afrikaners,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56002000,560,2001,Asians,South Africa,JUNIOR PARTNER,4,1,0,0,0,0
56003000,560,2001,Coloreds,South Africa,JUNIOR PARTNER,4,1,0,0,0,1
56004000,560,2001,English Speakers,South Africa,JUNIOR PARTNER,4,1,0,0,0,1
56005100,560,2001,Zulu,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005310,560,2001,Pedi (North Sotho),South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005320,560,2001,South Sotho,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005400,560,2001,Tswana,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005500,560,2001,Tsonga,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005600,560,2001,Swazi,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005700,560,2001,Venda,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005800,560,2001,Ndebele,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56502000,565,2001,Basubia,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56503000,565,2001,Coloreds,Namibia,JUNIOR PARTNER,4,0,0,0,0,0
56504000,565,2001,Damara,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56505000,565,2001,"Herero, Mbanderu",Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56506000,565,2001,Kavango,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56508000,565,2001,Nama,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56511000,565,2001,Whites,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
57102000,571,2001,Kalanga,Botswana,JUNIOR PARTNER,4,0,0,0,0,1
57105000,571,2001,White,Botswana,JUNIOR PARTNER,4,0,0,0,0,0
58002000,580,2001,Highlanders,Madagascar (Malagasy),JUNIOR PARTNER,4,0,0,0,0,1
59001200,590,2001,Marathis,Mauritius,JUNIOR PARTNER,4,1,0,0,0,0
59001300,590,2001,Tamils and Telugus,Mauritius,JUNIOR PARTNER,4,1,0,0,0,0
59002000,590,2001,Muslims,Mauritius,JUNIOR PARTNER,4,0,0,0,0,0
59003000,590,2001,Creoles,Mauritius,JUNIOR PARTNER,4,0,0,0,0,1
59004000,590,2001,Franco-Mauritians,Mauritius,JUNIOR PARTNER,4,1,0,0,0,0
43202000,432,2002,Tuareg,Mali,JUNIOR PARTNER,4,0,0,0,0,1
43203000,432,2002,Arabs/Moors,Mali,JUNIOR PARTNER,4,0,0,0,0,1
43302000,433,2002,"Pulaar (Peul, Toucouleur)",Senegal,JUNIOR PARTNER,4,0,0,0,0,1
43303000,433,2002,Serer,Senegal,JUNIOR PARTNER,4,0,0,0,0,1
43304000,433,2002,Mandingue (and other eastern groups),Senegal,JUNIOR PARTNER,4,0,0,0,0,1
43305000,433,2002,Diola,Senegal,JUNIOR PARTNER,4,0,0,0,0,1
43402000,434,2002,Southeastern (Yoruba/Nagot and Goun),Benin,JUNIOR PARTNER,4,0,0,0,0,1
43404000,434,2002,Southwestern (Adja),Benin,JUNIOR PARTNER,4,0,0,0,0,1
43502000,435,2002,Haratins (Black Moors),Mauritania,JUNIOR PARTNER,4,0,0,0,0,1
43602000,436,2002,Hausa,Niger,JUNIOR PARTNER,4,1,0,0,0,1
43603000,436,2002,Kanouri,Niger,JUNIOR PARTNER,4,1,0,0,0,1
43605000,436,2002,Toubou,Niger,JUNIOR PARTNER,4,1,0,0,0,1
43606000,436,2002,Tuareg,Niger,JUNIOR PARTNER,4,1,0,0,0,1
43701000,437,2002,Baule,Cote D'Ivoire,JUNIOR PARTNER,4,0,0,0,0,1
43704000,437,2002,Other Akans,Cote D'Ivoire,JUNIOR PARTNER,4,0,0,0,0,1
43705000,437,2002,Southern Mande,Cote D'Ivoire,JUNIOR PARTNER,4,1,1,0,1,1
45003020,450,2002,Gio,Liberia,JUNIOR PARTNER,4,0,0,0,0,1
45003080,450,2002,Mano,Liberia,JUNIOR PARTNER,4,0,0,0,0,1
45202000,452,2002,Ewe,Ghana,JUNIOR PARTNER,4,0,0,0,0,1
45203000,452,2002,Ga-Adangbe,Ghana,JUNIOR PARTNER,4,0,0,0,0,1
45206000,452,2002,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",Ghana,JUNIOR PARTNER,4,0,0,0,0,1
45207000,452,2002,Other Akans,Ghana,JUNIOR PARTNER,4,0,0,0,0,1
47101000,471,2002,Bamileke,Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47102000,471,2002,Bassa/Duala,Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47104000,471,2002,Fulani (and other northern Muslim peoples),Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47105000,471,2002,Northwestern Anglophones (Grassfielders),Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47106000,471,2002,Southwestern Anglophones (Bakweri etc.),Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47501000,475,2002,Hausa-Fulani and Muslim Middle Belt,Nigeria,JUNIOR PARTNER,4,0,0,0,0,1
47502000,475,2002,Igbo,Nigeria,JUNIOR PARTNER,4,1,0,0,0,1
48101000,481,2002,Eshira/Bapounou,Gabon,JUNIOR PARTNER,4,0,0,0,0,1
48103000,481,2002,Fang,Gabon,JUNIOR PARTNER,4,0,0,0,0,1
48105010,481,2002,Nkomi,Gabon,JUNIOR PARTNER,4,0,0,0,0,1
48205020,482,2002,Baya,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,1
48205030,482,2002,Banda,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,0
48206010,482,2002,"Other Riverine groups (Banziri, Songo etc.)",Central African Republic,JUNIOR PARTNER,4,0,0,0,0,0
48206040,482,2002,Ngbaka/Mbaka,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,1
48302100,483,2002,Hadjerai,Chad,JUNIOR PARTNER,4,0,0,0,0,1
48304000,483,2002,Sara,Chad,JUNIOR PARTNER,4,0,0,0,0,1
48306000,483,2002,Toubou,Chad,JUNIOR PARTNER,4,0,0,0,0,1
48402000,484,2002,Batéké,Congo,JUNIOR PARTNER,4,0,0,0,0,1
48406050,484,2002,Kouyou,Congo,JUNIOR PARTNER,4,0,0,0,0,1
49010000,490,2002,Other Kivu groups,"Congo, Democratic Republic of (Zaire)",JUNIOR PARTNER,4,1,0,0,0,1
49011000,490,2002,Lunda-Yeke,"Congo, Democratic Republic of (Zaire)",JUNIOR PARTNER,4,0,0,0,0,1
50002000,500,2002,Baganda,Uganda,JUNIOR PARTNER,4,0,0,0,0,1
50004000,500,2002,Basoga,Uganda,JUNIOR PARTNER,4,0,0,0,0,1
50102000,501,2002,Kamba,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
50104000,501,2002,Kisii,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
50105000,501,2002,Luhya,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
50107000,501,2002,Mijikenda,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
52202000,522,2002,Afar,Djibouti,JUNIOR PARTNER,4,1,0,0,0,1
53002000,530,2002,Amhara,Ethiopia,JUNIOR PARTNER,4,0,0,0,0,1
53006000,530,2002,Oroma,Ethiopia,JUNIOR PARTNER,4,0,1,1,0,1
53102100,531,2002,Other Muslims,Eritrea,JUNIOR PARTNER,4,0,0,0,0,1
54101000,541,2002,Makonde-Yao,Mozambique,JUNIOR PARTNER,4,0,0,0,0,1
55102000,551,2002,Kaonde (NW Province),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
55103000,551,2002,Lozi (Barotse),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
55104000,551,2002,Luanda (NW Province),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
55105000,551,2002,Luvale (NW Province),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
55302000,553,2002,Central (Chewa),Malawi,JUNIOR PARTNER,4,0,0,0,0,1
55303000,553,2002,"Northerners (Tumbuka, Tonga, Ngonde)",Malawi,JUNIOR PARTNER,4,1,0,0,0,1
56001000,560,2002,Afrikaners,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56002000,560,2002,Asians,South Africa,JUNIOR PARTNER,4,1,0,0,0,0
56003000,560,2002,Coloreds,South Africa,JUNIOR PARTNER,4,1,0,0,0,1
56004000,560,2002,English Speakers,South Africa,JUNIOR PARTNER,4,1,0,0,0,1
56005100,560,2002,Zulu,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005310,560,2002,Pedi (North Sotho),South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005320,560,2002,South Sotho,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005400,560,2002,Tswana,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005500,560,2002,Tsonga,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005600,560,2002,Swazi,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005700,560,2002,Venda,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56005800,560,2002,Ndebele,South Africa,JUNIOR PARTNER,4,0,0,0,0,1
56502000,565,2002,Basubia,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56503000,565,2002,Coloreds,Namibia,JUNIOR PARTNER,4,0,0,0,0,0
56504000,565,2002,Damara,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56505000,565,2002,"Herero, Mbanderu",Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56506000,565,2002,Kavango,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56508000,565,2002,Nama,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
56511000,565,2002,Whites,Namibia,JUNIOR PARTNER,4,0,0,0,0,1
57102000,571,2002,Kalanga,Botswana,JUNIOR PARTNER,4,0,0,0,0,1
57105000,571,2002,White,Botswana,JUNIOR PARTNER,4,0,0,0,0,0
59001200,590,2002,Marathis,Mauritius,JUNIOR PARTNER,4,0,0,0,0,0
59001300,590,2002,Tamils and Telugus,Mauritius,JUNIOR PARTNER,4,0,0,0,0,0
59002000,590,2002,Muslims,Mauritius,JUNIOR PARTNER,4,0,0,0,0,0
59003000,590,2002,Creoles,Mauritius,JUNIOR PARTNER,4,0,0,0,0,1
59004000,590,2002,Franco-Mauritians,Mauritius,JUNIOR PARTNER,4,0,0,0,0,0
43202000,432,2003,Tuareg,Mali,JUNIOR PARTNER,4,0,0,0,0,1
43203000,432,2003,Arabs/Moors,Mali,JUNIOR PARTNER,4,0,0,0,0,1
43302000,433,2003,"Pulaar (Peul, Toucouleur)",Senegal,JUNIOR PARTNER,4,0,0,0,0,1
43303000,433,2003,Serer,Senegal,JUNIOR PARTNER,4,0,0,0,0,1
43304000,433,2003,Mandingue (and other eastern groups),Senegal,JUNIOR PARTNER,4,0,0,0,0,1
43305000,433,2003,Diola,Senegal,JUNIOR PARTNER,4,0,1,1,0,1
43402000,434,2003,Southeastern (Yoruba/Nagot and Goun),Benin,JUNIOR PARTNER,4,0,0,0,0,1
43404000,434,2003,Southwestern (Adja),Benin,JUNIOR PARTNER,4,0,0,0,0,1
43502000,435,2003,Haratins (Black Moors),Mauritania,JUNIOR PARTNER,4,0,0,0,0,1
43602000,436,2003,Hausa,Niger,JUNIOR PARTNER,4,1,0,0,0,1
43603000,436,2003,Kanouri,Niger,JUNIOR PARTNER,4,1,0,0,0,1
43605000,436,2003,Toubou,Niger,JUNIOR PARTNER,4,1,0,0,0,1
43606000,436,2003,Tuareg,Niger,JUNIOR PARTNER,4,1,0,0,0,1
43701000,437,2003,Baule,Cote D'Ivoire,JUNIOR PARTNER,4,0,0,0,0,1
43703000,437,2003,Northerners (Mande and Voltaic/Gur),Cote D'Ivoire,JUNIOR PARTNER,4,1,0,0,0,1
43704000,437,2003,Other Akans,Cote D'Ivoire,JUNIOR PARTNER,4,0,0,0,0,1
43705000,437,2003,Southern Mande,Cote D'Ivoire,JUNIOR PARTNER,4,1,1,0,1,1
45003020,450,2003,Gio,Liberia,JUNIOR PARTNER,4,0,0,0,0,1
45003080,450,2003,Mano,Liberia,JUNIOR PARTNER,4,0,0,0,0,1
45202000,452,2003,Ewe,Ghana,JUNIOR PARTNER,4,0,0,0,0,1
45203000,452,2003,Ga-Adangbe,Ghana,JUNIOR PARTNER,4,0,0,0,0,1
45206000,452,2003,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",Ghana,JUNIOR PARTNER,4,0,0,0,0,1
45207000,452,2003,Other Akans,Ghana,JUNIOR PARTNER,4,0,0,0,0,1
47101000,471,2003,Bamileke,Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47102000,471,2003,Bassa/Duala,Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47104000,471,2003,Fulani (and other northern Muslim peoples),Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47105000,471,2003,Northwestern Anglophones (Grassfielders),Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47106000,471,2003,Southwestern Anglophones (Bakweri etc.),Cameroon,JUNIOR PARTNER,4,0,0,0,0,1
47501000,475,2003,Hausa-Fulani and Muslim Middle Belt,Nigeria,JUNIOR PARTNER,4,0,0,0,0,1
47502000,475,2003,Igbo,Nigeria,JUNIOR PARTNER,4,1,0,0,0,1
48101000,481,2003,Eshira/Bapounou,Gabon,JUNIOR PARTNER,4,0,0,0,0,1
48103000,481,2003,Fang,Gabon,JUNIOR PARTNER,4,0,0,0,0,1
48105010,481,2003,Nkomi,Gabon,JUNIOR PARTNER,4,0,0,0,0,1
48205020,482,2003,Baya,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,1
48205030,482,2003,Banda,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,0
48206010,482,2003,"Other Riverine groups (Banziri, Songo etc.)",Central African Republic,JUNIOR PARTNER,4,0,0,0,0,0
48206040,482,2003,Ngbaka/Mbaka,Central African Republic,JUNIOR PARTNER,4,0,0,0,0,1
48302100,483,2003,Hadjerai,Chad,JUNIOR PARTNER,4,0,0,0,0,1
48304000,483,2003,Sara,Chad,JUNIOR PARTNER,4,0,0,0,0,1
48306000,483,2003,Toubou,Chad,JUNIOR PARTNER,4,0,0,0,0,1
48402000,484,2003,Batéké,Congo,JUNIOR PARTNER,4,0,0,0,0,1
48406050,484,2003,Kouyou,Congo,JUNIOR PARTNER,4,0,0,0,0,1
49010000,490,2003,Other Kivu groups,"Congo, Democratic Republic of (Zaire)",JUNIOR PARTNER,4,1,0,0,0,1
49011000,490,2003,Lunda-Yeke,"Congo, Democratic Republic of (Zaire)",JUNIOR PARTNER,4,0,0,0,0,1
50002000,500,2003,Baganda,Uganda,JUNIOR PARTNER,4,0,0,0,0,1
50004000,500,2003,Basoga,Uganda,JUNIOR PARTNER,4,0,0,0,0,1
50101000,501,2003,Kalenjin-Masai-Turkana-Samburu,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
50102000,501,2003,Kamba,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
50105000,501,2003,Luhya,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
50106000,501,2003,Luo,Kenya,JUNIOR PARTNER,4,1,0,0,0,1
50107000,501,2003,Mijikenda,Kenya,JUNIOR PARTNER,4,0,0,0,0,1
52202000,522,2003,Afar,Djibouti,JUNIOR PARTNER,4,1,0,0,0,1
53002000,530,2003,Amhara,Ethiopia,JUNIOR PARTNER,4,0,0,0,0,1
53006000,530,2003,Oroma,Ethiopia,JUNIOR PARTNER,4,0,1,1,0,1
53102100,531,2003,Other Muslims,Eritrea,JUNIOR PARTNER,4,0,0,0,0,1
54101000,541,2003,Makonde-Yao,Mozambique,JUNIOR PARTNER,4,0,0,0,0,1
55102000,551,2003,Kaonde (NW Province),Zambia,JUNIOR PARTNER,4,0,0,0,0,1
